code	description	price	
4095	SOPORTE ABIERTO CHAPA ESTAMPADO 1/2	$ 642,20	
4331	SOPORTE ALUM.NAT.p/C.CURVO el par	$ 4.906,63	
4090	SOPORTE CERRADO CAÑO DE 1/2 SOLDADO	$ 530,88	
4094	SOPORTE CERRADO CHAPA ESTAMPADO 1/2	$ 642,20	
4121	SOPORTE CODO CAÑO DE 1/2	$ 2.649,04	
4099	SOPORTE FLOR-TREBOL	$ 1.011,16	
4111	SOPORTE LATERAL CAÑO DE 1/2	$ 2.468,06	
4322	SOPORTE LUQUE ECON. el par	$ 1.129,36	
4164	SOPORTE MENSULAS ABIERTA DOBLE	$ 3.418,56	
4162	SOPORTE MENSULAS ABIERTA SIMPLE	$ 2.185,20	
4163	SOPORTE MENSULAS CERRADA DOBLE	$ 3.418,56	
4161	SOPORTE MENSULAS CERRADA SIMPLE	$ 2.185,20	
10520	SOPORTE P/ALACENA CON ALA x 24 c/uno	$ 583,23	
10521	SOPORTE P/ALACENA PLANO x 40  c/uno	$ 442,99	
10500	SOPORTE P/MEDIA SOMBRA	$ 78,63	
4182	SOPORTE PESADO P/PLACARD	$ 497,36	
4141	SOPORTE TUBULAR C/TOR. DE 1/2	$ 2.674,51	
4131	SOPORTE TUBULAR CAÑO DE 1/2	$ 2.207,99	
4192	SOPORTE VISILLO A PRESION la unidad ( bolsa x 200)	$ 106,17	
4191	SOPORTE VISILLO C/TORN la unidad  (bolsa x 200)	$ 193,05	
9310	SUAVIZANTE a granel x l.	$ 748,55	
700118	SUAVIZANTE x 1 l.	$ 1.569,78	
2901	SULFATO DE ALUMINIO x 400 gr.	$ 1.794,78	
2902	SULFATO DE ALUMINIO x 800 gr.	$ 3.383,81	
2903	SULFATO DE ALUMINIO x KG.	$ 3.972,58	
2800	SULFATO DE COBRE x 200 gr.	$ 5.098,50	
2801	SULFATO DE COBRE x 400 gr.	$ 9.952,05	
2803	SULFATO DE COBRE x KG.	$ 21.668,63	
2851	SULFATO DE HIERRO x 400 gr.	$ 1.576,57	
2852	SULFATO DE HIERRO x 800 gr.	$ 2.977,78	
2853	SULFATO DE HIERRO x KG.	$ 3.810,01	
300482	Tabaco x 1 l.	$ 14.276,83	
300481	Tabaco x 1/2 l.	$ 9.220,46	
300480	Tabaco x 1/4 l.	$ 6.261,00	
300484	Tabaco x 20 l.	$ 237.575,59	
300483	Tabaco x 4 l.	$ 51.827,92	
700180	"TABLETAS ""Allemandi"" X 12 unidades"	$ 123,96	
3479	"TABLETAS FUMIGENAS "" Fogertrin"" x 2 unidades"	$ 5.840,10	
18101	TACHAS BRONCEADAS CAx1000	$ 12.844,06	
18102	TACHAS NIQUELADAS CAx1000	$ 12.844,06	
18159	"TACHUELAS  1"" 25 mm x 450 gr"	$ 7.448,27	
18151	"TACHUELAS  1/2"" 13mm x 100gr N°   6"	$ 2.563,24	
18152	"TACHUELAS  1/2"" 13mm x 400gr Braco"	$ 7.448,27	
18153	"TACHUELAS  3/4"" 19mm x 100gr N° 14"	$ 2.563,24	
18154	"TACHUELAS  3/4"" 19mm x 400gr Braco"	$ 7.448,27	
18155	"TACHUELAS  3/8"" 10mm x 100gr N°  4"	$ 2.563,24	
18156	"TACHUELAS  3/8"" 10mm x 450gr ( N° I"	$ 7.448,27	
18157	"TACHUELAS  5/8"" 16mm x 100gr N° 12"	$ 2.563,24	
18158	"TACHUELAS  5/8"" 16mm x 450 gr"	$ 7.448,27	
13012	TACURU x 10 kg.	$ 46.317,27	
3201	TALCO INDUSTRIAL PAQ. x 500 gr.	$ 775,89	
3202	TALCO INDUSTRIAL x Kg.	$ 1.163,83	
19800	TAMBORES vacios x 200	$ 1.253,84	
6091	TANZA BORDEADORA GRILLON Nº 150 el Kg aprox 430 mt	$ 20.160,96	
6092	TANZA BORDEADORA GRILLON Nº 200 el Kg aprox 255 mt	$ 20.160,96	
6093	TANZA BORDEADORA GRILLON Nº 250 el Kg aprox 160 mt	$ 20.160,96	
6011	TANZA BORDEADORA x 5mts.Nº 150	$ 651,48	
6012	TANZA BORDEADORA x 5mts.Nº 200	$ 977,21	
6013	TANZA BORDEADORA x 5mts.Nº 250	$ 1.332,56	
6075	TANZA N°  80	$ 3.091,51	
6077	TANZA N° 100	$ 4.042,18	
11918	TARUGOS NYLON N° CB10 x 500	$ 21.187,98	
11919	TARUGOS NYLON N° CB12 x 250	$ 18.393,63	
11920	TARUGOS NYLON N° CB5 x 1000	$ 8.630,59	
11917	TARUGOS NYLON N° CB6 x 1000	$ 10.979,91	
11916	TARUGOS NYLON N° CB8 x 1000	$ 22.125,89	
11921	TARUGOS NYLON N° CDUR 8 mecha p/p/y	$ 13.742,86	
11903	TARUGOS NYLON Nº C10 x 50	$ 3.653,92	
11904	TARUGOS NYLON Nº C12 x 25	$ 3.116,04	
11905	TARUGOS NYLON Nº C14 x 20	$ 3.464,13	
11900	TARUGOS NYLON Nº C5 x 200	$ 4.338,01	
11901	TARUGOS NYLON Nº C6 x 100	$ 1.807,51	
11902	TARUGOS NYLON Nº C8 x 100	$ 3.653,92	
700301	TECNOCLOR TECNOCUAT ALGUICIDA PILET	$ 2.158,04	
3255	TEFLON 1 x 10 mts.	$ 945,16	
3250	TEFLON 1 x 20 mts.	$ 1.429,72	
3256	TEFLON 1/2 x 10 mts en tubo x 10 c/u	$ 446,17	
3253	TEFLON 1/2 x 20 mts en tubo x 10 c/u	$ 686,88	
3252	TEFLON 3/4 x 10 mts en tubo x 10 c/u	$ 634,03	
3254	TEFLON 3/4 x 20 mts en tubo x 10 c/u	$ 1.024,43	
18303	TEJIDO HEXAGON. GALV. 13x23x1,00 **	$ 4.761,97	
18304	TEJIDO HEXAGON. GALV. 13x23x1,20 **	$ 5.690,60	
18305	TEJIDO HEXAGON. GALV. 13x23x1,50 **	$ 7.356,82	
18372	TEJIDO MOSQ.METALICO  1,00	$ 5.254,33	
18373	TEJIDO MOSQ.METALICO  1,20	$ 6.354,04	
18374	TEJIDO MOSQ.METALICO  1,50	$ 8.397,60	
18397	"TENAZA ARMADOR   9"""	$ 20.282,39	
18396	"TENAZA ARMADOR 10"" y 11"""	$ 24.346,02	
18402	"TENAZA CARPINTERO 6"""	$ 13.707,23	
18403	"TENAZA CARPINTERO 7"""	$ 14.890,31	
18404	"TENAZA CARPINTERO 8"""	$ 16.567,64	
4482	TENDEDERO ABANICO LATERAL	$ 10.736,72	
4481	TENDEDERO ABANICO VERTICAL	$ 11.964,23	
4475	TENDEDERO DE PIE SIMPLE ( 10 varillas)	$ 24.563,45	
4476	TENDEDERO DE PIE SIMPLE ( 8 varillas)	$ 21.861,63	
4477	TENDEDERO DE PIE SIMPLE c/alas ( 10 varillas)	$ 33.447,29	
4478	TENDEDERO DE PIE SIMPLE c/alas ( 8 varillas)	$ 29.767,96	
18457	TENSOR AMERIC.OJO-OJO/GANCHO  60 mm (3/16)	$ 2.073,18	
18458	TENSOR AMERIC.OJO-OJO/GANCHO  70 mm (1/4)	$ 2.290,13	
18459	TENSOR AMERIC.OJO-OJO/GANCHO  80 mm (5/16)	$ 2.666,97	
18464	TENSOR AMERIC.OJO-OJO/GANCHO 100 mm (3/8)	$ 3.217,13	
4283	TERMINALES de GOMA p/C.EXT. el par	$ 1.150,25	
4281	TERMINALES REDONDOS DE 1/2	$ 201,10	
300730	TERSEC Antihumedad x 1 l.	$ 21.922,30	
300479	TERSIDRYL MATE x 4 l.s/pel.base acuosa p/ladrillo	$ 54.349,01	
300469	TERSITECH fibrado x 1 kg. Blanco -rojo teja	$ 10.990,61	
300468	TERSITECH fibrado x 10 kg. Blanco - rojo teja	$ 85.965,44	
300467	TERSITECH fibrado x 20 kg. Blanco - rojo teja	$ 165.433,75	
300474	TERSITECH fibrado x 4 kg. Blanco - rojo teja	$ 37.966,22	
300470	TERSITECH sin fibra x 1 l. blanco-rojo - verde	$ 11.506,26	
300472	TERSITECH sin fibra x 10 l. blanco- rojo-verde	$ 92.904,55	
300473	TERSITECH sin fibra x 20 l. blanco-rojo-verde	$ 178.825,80	
300471	TERSITECH sin fibra x 4 l. blanco-rojo-verde	$ 39.778,35	
300205	TERSPLAST ROMANO GRUESO X 30 KG	$ 107.775,76	
700241	TERSPRAY AZUL MARTILLADO x 4 lt	$ 90.444,35	
700240	TERVIAL pintura p/demarc.vial x 4 l amarilla p/pin	$ 72.965,46	
3155	THINNER STANDART DIXILINA x TAMBOR 200 Lts	$ 4.907,25	
3102	THINNER STL A GRANEL x Lt S/E común	$ 4.052,85	
3101	THINNER STL ENV. x 1 Lt.común	$ 5.117,30	
3105	THINNER STL ENV. x 500 Lt.común	$ 2.703,11	
3103	THINNER STL x TAMBOR 200 Lts.común	$ 3.937,06	
3152	THINNER tipo 500 A GRANEL x Lt. S/E	$ 5.051,58	
3151	THINNER tipo 500 ENV.  x 1 Lts.	$ 6.187,60	
3156	THINNER tipo 500 ENV. X 500 cc.	$ 3.294,07	
18532	TIJERA CORTAR CERCO 300mm	$ 16.435,98	
18557	TIJERA COSECHA importada 190	$ 7.434,74	
18560	"TIJERA COSTURA 7"""	$ 2.796,25	
18561	"TIJERA COSTURA 8"""	$ 3.287,30	
18541	"TIJERA HOJALATERO ACERO 10"""	$ 11.527,35	
18552	"TIJERA PODAR ACERO 8"""	$ 19.336,82	
8099	TINTA p/MADERA x  70 cc ALGARROBO DIRETH	$ 2.635,82	
8097	TINTA p/MADERA x  70 cc CAOBA DIRETH	$ 2.635,82	
8093	TINTA p/MADERA x  70 cc CEDRO DIRETH	$ 2.635,82	
8094	TINTA p/MADERA x  70 cc NOGAL DIRETH	$ 2.635,82	
8095	TINTA p/MADERA x  70 cc PETIRIBY DIRETH	$ 2.635,82	
8091	TINTA p/MADERA x  70 cc ROBLE CLARO DIRETH	$ 2.635,82	
8092	TINTA p/MADERA x  70 cc ROBLE OSCURO DIRETH	$ 2.635,82	
8096	TINTA p/MADERA x  70 cc VIRARO DIRETH	$ 2.635,82	
8098	TINTA p/MADERA x  70 cc WENGUE DIRETH	$ 2.635,82	
17650	TIRALINEAS - PLOMADA TRAZADORA	$ 6.444,01	
11682	TIZA COLOR caja x 144  L.E.A.	$ 6.234,39	
11680	TIZA en barra caja x 144   L.E.A.	$ 3.982,20	
3301	TIZA MOLIDA ESP. PAQ. x 1 Kg.	$ 507,37	
3302	TIZA MOLIDA ESP. x Kg.	$ 321,33	
655189607	"TORNILLO DRYWALL negro 6 x  3/4"" x 200"	$ 3.179,82	
65518961	"TORNILLO DRYWALL negro 6 x 1 "" x 200 estuche"	$ 4.327,89	
655189615	"TORNILLO DRYWALL negro 6 x 1 1/2"" x 200 estuche"	$ 5.552,04	
65518962	"TORNILLO DRYWALL negro 6 x 2"" x 200 estuche"	$ 7.305,21	
655118981	"TORNILLO DRYWALL negro 8 x 1  "" x 200 estuche"	$ 6.024,90	
655189812	"TORNILLO DRYWALL negro 8 x 1  1/4"" x 200 estuche"	$ 6.359,62	
655189815	"TORNILLO DRYWALL negro 8 x 1 1/2"" x 200 estuche"	$ 7.459,75	
655189825	"TORNILLO DRYWALL negro 8 x 2 1/2"" x 200 estuche"	$ 11.430,59	
655118982	"TORNILLO DRYWALL negro 8 x 2"" x 200 estuche"	$ 9.212,91	
19511	TORNILLO FIX AMARILLO 3,5 x 20 x 200u	$ 3.056,25	
19512	TORNILLO FIX AMARILLO 3,5 x 25 x 200u	$ 3.361,97	
19513	TORNILLO FIX AMARILLO 3,5 x 30 x 200u	$ 4.142,81	
19514	TORNILLO FIX AMARILLO 3,5 x 35 x 200u	$ 4.108,83	
19515	TORNILLO FIX AMARILLO 3,5 x 40 x 200u	$ 5.042,96	
19516	TORNILLO FIX AMARILLO 3,5 x 45 x 200u	$ 5.755,85	
19519	TORNILLO FIX AMARILLO 4 x 20 x 200u	$ 3.769,58	
19521	TORNILLO FIX AMARILLO 4 x 30 x 200u	$ 5.110,89	
19523	TORNILLO FIX AMARILLO 4 x 40 x 200u	$ 6.639,01	
19525	TORNILLO FIX AMARILLO 4 x 50 x 200u	$ 8.048,25	
19529	TORNILLO FIX AMARILLO 4,5 x 30 x 200u	$ 6.995,25	
19530	TORNILLO FIX AMARILLO 4,5 x 35 x 200u	$ 7.963,33	
19533	TORNILLO FIX AMARILLO 4,5 x 50 x 200u	$ 10.340,23	
19546	TORNILLO FIX AMARILLO 5 x 30 x 200u	$ 8.303,02	
19535	TORNILLO FIX AMARILLO 5 x 40 x 200u	$ 10.357,22	
19536	TORNILLO FIX AMARILLO 5 x 45 x 200u	$ 11.392,81	
19537	TORNILLO FIX AMARILLO 5 x 50 x 200u	$ 12.564,26	
19539	TORNILLO FIX AMARILLO 5 x 70 x 200u	$ 17.114,69	
6551980	TORNILLO PUNTA MECHA C/ALAS 10 x 1 1/2 x 200	$ 22.158,09	
6551970	TORNILLO PUNTA MECHA C/ALAS 8 x 1 1/4 x 200	$ 18.422,65	
655211463	TORNILLO PTA MECHA C/ARAND. V.14 x 2 1/2 x100	$ 16.778,40	
655211475	TORNILLO PTA MECHA C/ARAND. V.14 x 3 x 100	$ 19.070,38	
655211437	TORNILLO PTA MECHA C/ARAND.V.14 x 1 1/2x 100	$ 11.813,15	
655211425	TORNILLO PTA MECHA C/ARAND.VULC.14 x 1 x 100	$ 9.328,00	
655211450	TORNILLO PTA MECHA C/ARAND.VULC.14 x 2 x 100	$ 14.292,81	
6551985	TORNILLO PUNTA MECHA C/TANQUE 8 x 1 1/2  x 200	$ 7.777,75	
6551981	TORNILLO PUNTA MECHA C/TANQUE 8 x 1 x  200	$ 6.695,48	
65519805	TORNILLO PUNTA MECHA C/TANQUE 8 x 1/2 x 200	$ 4.918,11	
65519807	TORNILLO PUNTA MECHA C/TANQUE 8 x 3/4 x 200	$ 5.800,01	
9940	TORNIQUETES livianos	$ 2.764,62	
9941	TORNIQUETES reforzados	$ 3.235,42	
19201	TRAMPERA MADERA LAUCHA	$ 850,33	
19202	TRAMPERA MADERA RATA	$ 1.700,66	
700122	"TRAPO DE PISO BLANCO "" Make"""	$ 1.292,78	
700123	"TRAPO DE PISO GRIS "" Make"" costurado/gris común"	$ 852,21	
2860	TRIPLE 15 x 400 gr	$ 1.344,15	
2861	TRIPLE 15 x 800 gr	$ 2.273,47	
18010	UNION MANGUERA 1/2	$ 2.136,59	
18011	UNION MANGUERA 3/4	$ 2.327,56	
4384	UNION P/CAÑO DE CORTINA	$ 938,44	
2922	UREA el kg.( Bolsa 50 Kg.)	$ 3.610,36	
2920	UREA x 400 gr.	$ 1.699,41	
2921	UREA x 800 gr.	$ 3.144,95	
19401	"VALVULA ESFER.NIQ  1/2"" HH M.LARGA"	$ 4.685,05	
19402	"VALVULA ESFER.NIQ  3/4"" HH M.LARGA"	$ 7.019,44	
19413	"VALVULA ESFER.NIQ.1""  M.LARGA"	$ 10.556,38	
12292	VARILLA BRONCE x 2 mm el kg.	$ 10.711,16	
12293	VARILLA BRONCE x 2,5 mm el kg.	$ 10.616,88	
12296	VARILLA BRONCE x 3 mm el kg.	$ 10.581,84	
4041	VARILLA CHATA P/ VISILLO x 25 mts.	$ 21.873,38	
12800	VARILLA ROSCADA 1/4 c/u.	$ 164,94	
12805	VARILLA ROSCADA 3/16 c/u.	$ 99,63	
12806	VARILLA ROSCADA 5/32 c/u.	$ 81,58	
300476	VENDA 10 cm. x 25 mts.	$ 2.136,24	
300477	VENDA 20 cm. x 25 mts.	$ 4.184,10	
300475	VENDA 5 cm. x 25 mts.	$ 1.208,09	
9995	"VENTOSA SANITARIA NEGRA 4"""	$ 830,29	
9997	"VENTOSA SANITARIA NEGRA 5"" grande"	$ 1.050,55	
200317	Verde claro x 1 l.	$ 16.195,29	
200316	Verde claro x 1/2 l.	$ 9.919,43	
200315	Verde claro x 1/4 l.	$ 6.722,00	
200319	Verde claro x 20 l.	$ 259.318,03	
200318	Verde claro x 4 l.	$ 58.728,39	
200327	Verde ilusión x 1 l.	$ 16.195,29	
200326	Verde ilusión x 1/2 l.	$ 9.919,43	
200325	Verde ilusión x 1/4 l.	$ 6.722,00	
200329	Verde ilusión x 20 l.	$ 259.318,03	
200328	Verde ilusión x 4 l.	$ 58.728,39	
200332	Verde inglés x 1 l.	$ 16.195,29	
200331	Verde inglés x 1/2 l.	$ 9.919,43	
200330	Verde inglés x 1/4 l.	$ 6.722,00	
200334	Verde inglés x 20 l.	$ 259.318,03	
200333	Verde inglés x 4 l.	$ 58.728,39	
200352	Verde noche x 1 l.	$ 16.195,29	
200351	Verde noche x 1/2 l.	$ 9.919,43	
200350	Verde noche x 1/4 l.	$ 6.722,00	
200354	Verde noche x 20 l.	$ 259.318,03	
200353	Verde noche x 4 l.	$ 58.728,39	
300002	Verde Pizarrón x 1 l.	$ 19.110,14	
300001	Verde Pizarrón x 1/2 l.	$ 11.540,45	
300000	Verde Pizarrón x 1/4 l.	$ 7.406,11	
300003	Verde Pizarrón x 4 l.	$ 69.049,35	
12703	VIDRIO P/MASCARA SOLDAR BLANCO	$ 195,08	
12702	VIDRIO P/MASCARA SOLDAR TONO 10 Y 1	$ 2.643,47	
200152	Violeta x 1 l.	$ 22.010,13	
200151	Violeta x 1/2 l.	$ 13.711,72	
200150	Violeta x 1/4 l.	$ 8.372,77	
200153	Violeta x 4 l.	$ 79.428,32	
9050	VIRUTA ACERO FINA x 250 gr.	$ 2.449,12	
9052	VIRUTA ACERO GRUESA x 250 gr.	$ 2.449,12	
9051	VIRUTA ACERO MEDIANA x 250 gr.	$ 2.449,12	
3353	YESO COMUN BOLSA x 40 Kg.	$ 11.403,84	
3352	YESO COMUN PAQ. x 1.8 Kg.	$ 1.066,05	
3351	YESO COMUN PAQ. x 900 g.	$ 533,03	
3354	YESO COMUN x 5 kg.	$ 2.005,28	
3404	YESO PARIS BOLSA x 30 Kg.	$ 9.616,32	
3401	YESO PARIS PAQ. x 1 Kg.	$ 568,56	
3403	YESO PARIS x 5 kg.	$ 2.062,58	
4450	ZARANDA REFORZADA	$ 8.920,35	
4403	ZOCALOS  x 0,80 mts. pulido	$ 2.213,23	
4404	ZOCALOS  x 0,90 mts. pulido	$ 2.508,07	
4405	ZOCALOS  x 1,00 mts. pulido	$ 2.756,97	
